"","X","model","no.tips","tree.height","no.sim","sig2.1","sig2.2","sig2.cov","root.1","root.2","half.life","alpha.1","alpha.2","alpha.cov12","alpha.cov21","theta.1","theta.2","S.1","S.2","S.cov12","S.cov21","tip.sig2.1","tip.sig2.2","tip.sig2.cov","r.1","r.2","r.cov","slope.1","slope.2","slope.cov"
"394",94,"DDexp.pos",150,10,100,0.3,0.25,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,-0.00802648536217291,-0.00732408192445407,0,NA,NA,NA
"395",95,"DDexp.pos",150,10,100,0.3,0.25,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,-0.00462098120373297,-0.00340550415843994,0,NA,NA,NA
"396",96,"DDexp.pos",150,10,100,0.3,0.25,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,-0.00802648536217291,-0.00462098120373297,0,NA,NA,NA
"397",97,"DDlin.neg",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,-0.025,-0.0125,-0.0075
"398",98,"DDlin.neg",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0.05,NA,NA,NA,-0.045,-0.035,-0.01
"399",99,"DDlin.neg",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,-0.025,-0.01,-0.0075
"400",100,"DDlin.neg",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.05,NA,NA,NA,-0.045,-0.02,-0.01
"401",101,"DDlin.neg",20,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,-0.025,-0.0125,0
"402",102,"DDlin.neg",20,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0,NA,NA,NA,-0.045,-0.035,0
"403",103,"DDlin.neg",20,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,-0.025,-0.01,0
"404",104,"DDlin.neg",20,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,NA,NA,-0.045,-0.02,0
"405",105,"DDlin.neg",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,-0.025,-0.0125,0
"406",106,"DDlin.neg",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.035,-0.025,0
"407",107,"DDlin.neg",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,-0.025,-0.01,0
"408",108,"DDlin.neg",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.035,-0.0125,0
"409",109,"DDlin.neg",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,-0.01,-0.005,-0.003
"410",110,"DDlin.neg",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0.05,NA,NA,NA,-0.018,-0.014,-0.004
"411",111,"DDlin.neg",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,-0.01,-0.004,-0.003
"412",112,"DDlin.neg",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.05,NA,NA,NA,-0.018,-0.008,-0.004
"413",113,"DDlin.neg",50,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,-0.01,-0.005,0
"414",114,"DDlin.neg",50,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0,NA,NA,NA,-0.018,-0.014,0
"415",115,"DDlin.neg",50,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,-0.01,-0.004,0
"416",116,"DDlin.neg",50,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,NA,NA,-0.018,-0.008,0
"417",117,"DDlin.neg",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,-0.01,-0.005,0
"418",118,"DDlin.neg",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.014,-0.01,0
"419",119,"DDlin.neg",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,-0.01,-0.004,0
"420",120,"DDlin.neg",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.014,-0.005,0
"421",121,"DDlin.neg",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,-0.005,-0.0025,-0.0015
"422",122,"DDlin.neg",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0.05,NA,NA,NA,-0.009,-0.007,-0.002
"423",123,"DDlin.neg",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,-0.005,-0.002,-0.0015
"424",124,"DDlin.neg",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.05,NA,NA,NA,-0.009,-0.004,-0.002
"425",125,"DDlin.neg",100,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,-0.005,-0.0025,0
"426",126,"DDlin.neg",100,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0,NA,NA,NA,-0.009,-0.007,0
"427",127,"DDlin.neg",100,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,-0.005,-0.002,0
"428",128,"DDlin.neg",100,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,NA,NA,-0.009,-0.004,0
"429",129,"DDlin.neg",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,-0.005,-0.0025,0
"430",130,"DDlin.neg",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.007,-0.005,0
"431",131,"DDlin.neg",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,-0.005,-0.002,0
"432",132,"DDlin.neg",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.007,-0.0025,0
"433",133,"DDlin.neg",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,-0.00333333333333333,-0.00166666666666667,-0.001
"434",134,"DDlin.neg",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0.05,NA,NA,NA,-0.006,-0.00466666666666667,-0.00133333333333333
"435",135,"DDlin.neg",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,-0.00333333333333333,-0.00133333333333333,-0.001
"436",136,"DDlin.neg",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.05,NA,NA,NA,-0.006,-0.00266666666666667,-0.00133333333333333
"437",137,"DDlin.neg",150,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,-0.00333333333333333,-0.00166666666666667,0
"438",138,"DDlin.neg",150,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.05,0,NA,NA,NA,-0.006,-0.00466666666666667,0
"439",139,"DDlin.neg",150,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,-0.00333333333333333,-0.00133333333333333,0
"440",140,"DDlin.neg",150,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,NA,NA,-0.006,-0.00266666666666667,0
"441",141,"DDlin.neg",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,-0.00333333333333333,-0.00166666666666667,0
"442",142,"DDlin.neg",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.00466666666666667,-0.00333333333333333,0
"443",143,"DDlin.neg",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,-0.00333333333333333,-0.00133333333333333,0
"444",144,"DDlin.neg",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.25,0.25,NA,NA,NA,-0.00466666666666667,-0.00166666666666667,0
"445",145,"DDlin.pos",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,0.02,0.0225,0.0025
"446",146,"DDlin.pos",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.045,0.035,0.01
"447",147,"DDlin.pos",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,0.02,0.01,0.0025
"448",148,"DDlin.pos",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.045,0.02,0.01
"449",149,"DDlin.pos",20,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,0.02,0.0225,0
"450",150,"DDlin.pos",20,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0,NA,NA,NA,0.045,0.035,0
"451",151,"DDlin.pos",20,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,0.02,0.01,0
"452",152,"DDlin.pos",20,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0,NA,NA,NA,0.045,0.02,0
"453",153,"DDlin.pos",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,0.01,0.0125,0
"454",154,"DDlin.pos",20,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.035,0.025,0
"455",155,"DDlin.pos",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,0.01,0.0025,0
"456",156,"DDlin.pos",20,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.035,0.0125,0
"457",157,"DDlin.pos",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,0.008,0.009,0.001
"458",158,"DDlin.pos",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.018,0.014,0.004
"459",159,"DDlin.pos",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,0.008,0.004,0.001
"460",160,"DDlin.pos",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.018,0.008,0.004
"461",161,"DDlin.pos",50,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,0.008,0.009,0
"462",162,"DDlin.pos",50,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0,NA,NA,NA,0.018,0.014,0
"463",163,"DDlin.pos",50,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,0.008,0.004,0
"464",164,"DDlin.pos",50,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0,NA,NA,NA,0.018,0.008,0
"465",165,"DDlin.pos",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,0.004,0.005,0
"466",166,"DDlin.pos",50,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.014,0.01,0
"467",167,"DDlin.pos",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,0.004,0.001,0
"468",168,"DDlin.pos",50,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.014,0.005,0
"469",169,"DDlin.pos",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,0.004,0.0045,5e-04
"470",170,"DDlin.pos",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.009,0.007,0.002
"471",171,"DDlin.pos",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,0.004,0.002,5e-04
"472",172,"DDlin.pos",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.009,0.004,0.002
"473",173,"DDlin.pos",100,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,0.004,0.0045,0
"474",174,"DDlin.pos",100,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0,NA,NA,NA,0.009,0.007,0
"475",175,"DDlin.pos",100,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,0.004,0.002,0
"476",176,"DDlin.pos",100,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0,NA,NA,NA,0.009,0.004,0
"477",177,"DDlin.pos",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,0.002,0.0025,0
"478",178,"DDlin.pos",100,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.007,0.005,0
"479",179,"DDlin.pos",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,0.002,5e-04,0
"480",180,"DDlin.pos",100,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.007,0.0025,0
"481",181,"DDlin.pos",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.1,NA,NA,NA,0.00266666666666667,0.003,0.000333333333333333
"482",182,"DDlin.pos",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.006,0.00466666666666667,0.00133333333333333
"483",183,"DDlin.pos",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.1,NA,NA,NA,0.00266666666666667,0.00133333333333333,0.000333333333333333
"484",184,"DDlin.pos",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.006,0.00266666666666667,0.00133333333333333
"485",185,"DDlin.pos",150,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,NA,NA,NA,0.00266666666666667,0.003,0
"486",186,"DDlin.pos",150,10,100,1,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0,NA,NA,NA,0.006,0.00466666666666667,0
"487",187,"DDlin.pos",150,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0,NA,NA,NA,0.00266666666666667,0.00133333333333333,0
"488",188,"DDlin.pos",150,10,100,1,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0,NA,NA,NA,0.006,0.00266666666666667,0
"489",189,"DDlin.pos",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.25,NA,NA,NA,0.00133333333333333,0.00166666666666667,0
"490",190,"DDlin.pos",150,10,100,1,0.75,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,0.25,NA,NA,NA,0.00466666666666667,0.00333333333333333,0
"491",191,"DDlin.pos",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,0.25,NA,NA,NA,0.00133333333333333,0.000333333333333333,0
"492",192,"DDlin.pos",150,10,100,1,0.5,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.25,NA,NA,NA,0.00466666666666667,0.00166666666666667,0
